Daily Dashboard
"October 1, 2024 - October 26, 2025"
Day,Campaign,Campaign status,Currency code,Cost,Avg. CPM,CTR
2024-11-17,DISPLAY-Remarketing,Paused,INR,503.12,37.49,0.99%
2024-11-17,TOF - Display New Customer,Paused,INR,307.68,28.14,0.78%
2024-11-18,Brand-Search,Eligible,INR,3764.17,20457.47,34.24%
2024-11-18,Pmax_Rings,Paused,INR,6249.83,168.44,0.90%
2024-11-18,Pmax_Earrings,Paused,INR,2829.26,147.57,1.43%
2024-11-18,BOF-YT-ALL PRODUCTS,Removed,INR,612.05,23.14,6.18%
2024-11-18,Pmax_necklaces,Paused,INR,2233.04,169.43,1.04%
2024-11-18,DISPLAY-Remarketing,Paused,INR,507.26,35.73,0.92%
2024-11-18,TOF - Display New Customer,Paused,INR,274.36,20.58,0.81%
2024-11-19,Brand-Search,Eligible,INR,2679.47,14722.36,35.16%
2024-11-19,Pmax_Rings,Paused,INR,5645.38,154.54,0.76%
2024-11-19,Pmax_Earrings,Paused,INR,3170.98,151.07,1.37%
2024-11-19,BOF-YT-ALL PRODUCTS,Removed,INR,608.07,21.18,5.46%
2024-11-19,Pmax_necklaces,Paused,INR,2300.21,207.49,0.88%
2024-11-19,DISPLAY-Remarketing,Paused,INR,303.40,49.09,1.47%
2024-11-19,TOF - Display New Customer,Paused,INR,137.05,25.78,0.81%
2024-11-20,Brand-Search,Eligible,INR,1591.62,9473.94,36.31%
2024-11-20,Pmax_Rings,Paused,INR,3667.70,113.57,0.76%
2024-11-20,Pmax_Earrings,Paused,INR,3512.91,183.26,1.39%
2024-11-20,BOF-YT-ALL PRODUCTS,Removed,INR,601.27,23.81,4.92%
2024-11-20,Pmax_necklaces,Paused,INR,1707.98,81.53,0.91%
2024-11-20,DISPLAY-Remarketing,Paused,INR,675.00,57.32,2.06%
2024-11-20,TOF - Display New Customer,Paused,INR,498.19,21.13,0.87%
2024-11-21,Brand-Search,Eligible,INR,1273.78,7719.89,30.30%
2024-11-21,Pmax_Rings,Paused,INR,4684.57,103.40,0.70%
2024-11-21,Pmax_Earrings,Paused,INR,1865.10,92.48,1.14%
2024-11-21,BOF-YT-ALL PRODUCTS,Removed,INR,608.49,24.37,5.90%
2024-11-21,Pmax_necklaces,Paused,INR,1864.11,121.15,0.95%
2024-11-21,DISPLAY-Remarketing,Paused,INR,526.21,56.88,1.53%
2024-11-21,TOF - Display New Customer,Paused,INR,319.29,14.45,0.76%
2024-11-22,Brand-Search,Eligible,INR,3022.20,18888.75,30.00%
2024-11-22,Pmax_Rings,Paused,INR,5644.04,102.97,0.78%
2024-11-22,Pmax_Earrings,Paused,INR,2171.82,100.86,1.24%
2024-11-22,BOF-YT-ALL PRODUCTS,Removed,INR,599.82,24.39,5.35%
2024-11-22,Pmax_necklaces,Paused,INR,2068.71,123.07,0.89%
2024-11-22,DISPLAY-Remarketing,Paused,INR,568.33,104.18,1.21%
2024-11-22,TOF - Display New Customer,Paused,INR,329.60,19.18,0.88%
2024-11-23,Brand-Search,Eligible,INR,1658.90,9425.54,31.25%
2024-11-23,Pmax_Rings,Paused,INR,5294.52,126.90,1.48%
2024-11-23,Pmax_Earrings,Paused,INR,2593.87,143.95,1.40%
2024-11-23,BOF-YT-ALL PRODUCTS,Removed,INR,597.36,22.21,6.35%
2024-11-23,Pmax_necklaces,Paused,INR,1769.05,111.17,0.79%
2024-11-23,DISPLAY-Remarketing,Paused,INR,401.18,52.68,1.31%
2024-11-23,TOF - Display New Customer,Paused,INR,336.21,14.94,0.71%
2024-11-24,Brand-Search,Eligible,INR,1849.33,9631.92,30.21%
2024-11-24,Pmax_Rings,Paused,INR,5196.46,107.76,0.85%
2024-11-24,Pmax_Earrings,Paused,INR,2419.36,134.60,1.45%
2024-11-24,BOF-YT-ALL PRODUCTS,Removed,INR,592.31,22.19,6.21%
2024-11-24,Pmax_necklaces,Paused,INR,2132.83,132.24,1.00%
2024-11-24,DISPLAY-Remarketing,Paused,INR,499.14,74.57,1.02%
2024-11-24,TOF - Display New Customer,Paused,INR,287.96,16.17,0.83%
2024-11-25,Brand-Search,Eligible,INR,6195.51,24981.90,29.03%
2024-11-25,Pmax_Rings,Paused,INR,4488.43,113.10,1.07%
2024-11-25,Pmax_Earrings,Paused,INR,4848.68,244.27,1.56%
2024-11-25,BOF-YT-ALL PRODUCTS,Removed,INR,588.21,19.97,6.27%
2024-11-25,Pmax_necklaces,Paused,INR,1322.87,102.34,0.89%
2024-11-25,DISPLAY-Remarketing,Paused,INR,491.73,94.20,1.23%
2024-11-25,TOF - Display New Customer,Paused,INR,291.47,16.18,0.69%
2024-11-26,Brand-Search,Eligible,INR,3252.34,12855.09,25.69%
2024-11-26,Pmax_Rings,Paused,INR,4830.60,129.38,1.84%
2024-11-26,Pmax_Earrings,Paused,INR,2494.72,179.31,1.60%
2024-11-26,BOF-YT-ALL PRODUCTS,Removed,INR,580.79,19.52,6.07%
2024-11-26,Pmax_necklaces,Paused,INR,2627.82,179.41,1.08%
2024-11-26,DISPLAY-Remarketing,Paused,INR,488.61,57.13,1.31%
2024-11-26,TOF - Display New Customer,Paused,INR,289.60,18.35,0.70%
2024-11-27,Brand-Search,Eligible,INR,6741.53,29184.10,29.44%
2024-11-27,Pmax_Rings,Paused,INR,4733.80,128.88,1.98%
2024-11-27,Pmax_Earrings,Paused,INR,2667.84,185.83,1.86%
2024-11-27,BOF-YT-ALL PRODUCTS,Removed,INR,572.24,18.60,5.78%
2024-11-27,Pmax_necklaces,Paused,INR,2117.08,230.42,0.94%
2024-11-27,DISPLAY-Remarketing,Paused,INR,475.33,49.07,1.23%
2024-11-27,TOF - Display New Customer,Paused,INR,277.16,16.22,0.73%
2024-11-28,Brand-Search,Eligible,INR,5969.79,21629.69,27.90%
2024-11-28,Pmax_Rings,Paused,INR,4792.36,132.47,1.49%
2024-11-28,Pmax_Earrings,Paused,INR,2678.51,150.86,1.67%
2024-11-28,BOF-YT-ALL PRODUCTS,Removed,INR,567.86,19.63,4.84%
2024-11-28,Pmax_necklaces,Paused,INR,1928.77,158.63,1.04%
2024-11-28,DISPLAY-Remarketing,Paused,INR,486.74,56.82,1.60%
2024-11-28,TOF - Display New Customer,Paused,INR,249.47,17.45,0.70%
2024-11-29,Brand-Search,Eligible,INR,2802.07,13279.97,22.75%
2024-11-29,Pmax_Rings,Paused,INR,3631.16,110.29,1.24%
2024-11-29,Pmax_Earrings,Paused,INR,2397.12,140.78,1.68%
2024-11-29,BOF-YT-ALL PRODUCTS,Removed,INR,547.30,26.88,4.74%
2024-11-29,Pmax_necklaces,Paused,INR,1634.36,168.42,1.09%
2024-11-29,DISPLAY-Remarketing,Paused,INR,459.73,61.83,1.56%
2024-11-29,TOF - Display New Customer,Paused,INR,248.23,15.94,0.77%
2024-11-30,Brand-Search,Eligible,INR,5143.27,21341.38,29.46%
2024-11-30,Pmax_Rings,Paused,INR,4971.78,151.05,1.42%
2024-11-30,Pmax_Earrings,Paused,INR,3113.52,154.41,2.06%
2024-11-30,BOF-YT-ALL PRODUCTS,Removed,INR,526.39,21.88,6.07%
2024-11-30,Pmax_necklaces,Paused,INR,1652.20,313.39,1.73%
2024-11-30,DISPLAY-Remarketing,Paused,INR,358.81,92.36,1.47%
2024-11-30,TOF - Display New Customer,Paused,INR,251.89,18.79,0.82%
2024-12-01,Brand-Search,Eligible,INR,3245.62,15909.92,32.84%
2024-12-01,Pmax_Rings,Paused,INR,5416.71,188.07,1.95%
2024-12-01,Pmax_Earrings,Paused,INR,3053.24,125.45,2.01%
2024-12-01,BOF-YT-ALL PRODUCTS,Removed,INR,588.51,21.86,5.40%
2024-12-01,Pmax_necklaces,Paused,INR,2079.93,144.00,1.36%
2024-12-01,DISPLAY-Remarketing,Paused,INR,501.23,85.36,1.89%
2024-12-01,TOF - Display New Customer,Paused,INR,293.72,12.71,0.81%
2024-12-02,Brand-Search,Eligible,INR,4119.69,18148.42,37.00%
2024-12-02,Pmax_Rings,Paused,INR,5683.82,165.33,1.76%
2024-12-02,Pmax_Earrings,Paused,INR,2590.78,121.74,1.59%
2024-12-02,BOF-YT-ALL PRODUCTS,Removed,INR,613.32,27.11,5.29%
2024-12-02,Pmax_necklaces,Paused,INR,2174.66,170.19,0.89%
2024-12-02,DISPLAY-Remarketing,Paused,INR,487.84,61.39,1.64%
2024-12-02,TOF - Display New Customer,Paused,INR,271.99,15.35,0.77%
2024-12-03,Brand-Search,Eligible,INR,5725.98,21938.61,37.93%
2024-12-03,Pmax_Rings,Paused,INR,4522.65,134.76,1.50%
2024-12-03,Pmax_Earrings,Paused,INR,4301.92,159.11,1.82%
2024-12-03,BOF-YT-ALL PRODUCTS,Removed,INR,614.76,23.93,5.18%
2024-12-03,Pmax_necklaces,Paused,INR,1873.60,186.50,0.96%
2024-12-03,DISPLAY-Remarketing,Paused,INR,514.34,52.29,1.42%
2024-12-03,TOF - Display New Customer,Paused,INR,369.63,20.79,0.66%
2024-12-04,Brand-Search,Eligible,INR,8060.85,32503.45,31.85%
2024-12-04,Pmax_Rings,Paused,INR,4877.73,145.05,1.70%
2024-12-04,Pmax_Earrings,Paused,INR,7353.82,155.25,1.76%
2024-12-04,BOF-YT-ALL PRODUCTS,Removed,INR,613.89,29.50,4.25%
2024-12-04,Pmax_necklaces,Paused,INR,1495.27,165.37,1.23%
2024-12-04,DISPLAY-Remarketing,Paused,INR,520.40,43.83,1.15%
2024-12-04,TOF - Display New Customer,Paused,INR,310.56,16.87,0.71%
2024-12-05,Brand-Search,Eligible,INR,2656.71,11550.90,23.48%
2024-12-05,Pmax_Rings,Paused,INR,4401.56,142.39,1.81%
2024-12-05,Pmax_Earrings,Paused,INR,7456.58,105.36,1.63%
2024-12-05,BOF-YT-ALL PRODUCTS,Removed,INR,614.98,30.45,3.92%
2024-12-05,Pmax_necklaces,Paused,INR,2149.22,124.46,1.13%
2024-12-05,DISPLAY-Remarketing,Paused,INR,485.35,46.75,1.24%
2024-12-05,TOF - Display New Customer,Paused,INR,287.99,15.99,0.78%
2024-12-06,Brand-Search,Eligible,INR,6294.90,30706.81,38.54%
2024-12-06,Pmax_Rings,Paused,INR,3911.66,131.60,1.47%
2024-12-06,Pmax_Earrings,Paused,INR,5273.17,97.64,1.60%
2024-12-06,BOF-YT-ALL PRODUCTS,Removed,INR,607.90,33.55,4.62%
2024-12-06,Pmax_necklaces,Paused,INR,2231.55,102.58,1.60%
2024-12-06,DISPLAY-Remarketing,Paused,INR,463.60,57.65,1.54%
2024-12-06,TOF - Display New Customer,Paused,INR,288.84,18.58,0.84%
2024-12-07,Brand-Search,Eligible,INR,3603.75,15805.91,33.77%
2024-12-07,Pmax_Rings,Paused,INR,3683.58,154.18,2.13%
2024-12-07,Pmax_Earrings,Paused,INR,5806.94,128.54,1.82%
2024-12-07,BOF-YT-ALL PRODUCTS,Removed,INR,611.87,27.86,3.96%
2024-12-07,Pmax_necklaces,Paused,INR,2131.92,106.04,1.68%
2024-12-07,DISPLAY-Remarketing,Paused,INR,634.07,154.80,2.00%
2024-12-07,TOF - Display New Customer,Paused,INR,273.44,90.15,0.59%
2024-12-08,Brand-Search,Eligible,INR,9183.13,50735.50,34.81%
2024-12-08,Pmax_Rings,Paused,INR,3794.88,167.38,4.26%
2024-12-08,Pmax_Earrings,Paused,INR,5139.56,92.90,1.67%
2024-12-08,BOF-YT-ALL PRODUCTS,Removed,INR,609.12,28.83,4.36%
2024-12-08,Pmax_necklaces,Paused,INR,1602.57,96.00,1.49%
2024-12-08,DISPLAY-Remarketing,Paused,INR,435.79,149.40,3.09%
2024-12-08,TOF - Display New Customer,Paused,INR,344.81,49.17,1.13%
2024-12-09,Brand-Search,Eligible,INR,7859.70,47925.02,25.61%
2024-12-09,Pmax_Rings,Paused,INR,4562.23,207.49,3.12%
2024-12-09,Pmax_Earrings,Paused,INR,4409.39,108.78,1.62%
2024-12-09,BOF-YT-ALL PRODUCTS,Removed,INR,606.73,32.69,3.67%
2024-12-09,Pmax_necklaces,Paused,INR,1990.17,72.17,1.45%
2024-12-09,DISPLAY-Remarketing,Paused,INR,410.94,63.99,1.51%
2024-12-09,TOF - Display New Customer,Paused,INR,312.62,14.28,0.89%
2024-12-10,Brand-Search,Eligible,INR,4147.09,19937.95,33.17%
2024-12-10,Pmax_Rings,Paused,INR,3763.00,162.93,2.48%
2024-12-10,Pmax_Earrings,Paused,INR,5349.42,150.45,1.69%
2024-12-10,BOF-YT-ALL PRODUCTS,Removed,INR,605.86,26.68,4.61%
2024-12-10,Pmax_necklaces,Paused,INR,2343.57,86.69,1.61%
2024-12-10,DISPLAY-Remarketing,Paused,INR,609.28,58.78,1.71%
2024-12-10,TOF - Display New Customer,Paused,INR,284.93,16.68,0.84%
2024-12-11,Brand-Search,Eligible,INR,1076.76,6260.23,27.33%
2024-12-11,Pmax_Rings,Paused,INR,2364.63,125.76,2.50%
2024-12-11,Pmax_Earrings,Paused,INR,4938.17,117.54,2.03%
2024-12-11,BOF-YT-ALL PRODUCTS,Removed,INR,605.49,23.91,4.64%
2024-12-11,Pmax_necklaces,Paused,INR,2234.08,145.33,1.54%
2024-12-11,DISPLAY-Remarketing,Paused,INR,436.13,58.01,1.96%
2024-12-11,TOF - Display New Customer,Paused,INR,290.46,14.55,0.71%
2024-12-12,Brand-Search,Eligible,INR,4193.14,18553.72,27.43%
2024-12-12,Pmax_Rings,Paused,INR,3209.00,189.44,3.04%
2024-12-12,Pmax_Earrings,Paused,INR,4826.68,133.60,1.80%
2024-12-12,BOF-YT-ALL PRODUCTS,Removed,INR,614.28,21.81,4.82%
2024-12-12,Pmax_necklaces,Paused,INR,1592.91,81.03,1.55%
2024-12-12,DISPLAY-Remarketing,Paused,INR,742.51,85.45,2.09%
2024-12-12,TOF - Display New Customer,Paused,INR,315.47,18.71,0.85%
2024-12-13,Brand-Search,Eligible,INR,3871.45,17840.80,34.56%
2024-12-13,Pmax_Rings,Paused,INR,1657.12,121.21,1.78%
2024-12-13,Pmax_Earrings,Paused,INR,4440.51,90.28,1.77%
2024-12-13,BOF-YT-ALL PRODUCTS,Removed,INR,602.20,21.90,5.43%
2024-12-13,Pmax_necklaces,Paused,INR,2466.06,115.52,1.43%
2024-12-13,DISPLAY-Remarketing,Paused,INR,497.46,98.14,2.78%
2024-12-13,TOF - Display New Customer,Paused,INR,288.11,49.49,0.91%
2024-12-14,Brand-Search,Eligible,INR,3642.73,16864.48,26.85%
2024-12-14,Pmax_Rings,Paused,INR,1818.87,120.98,1.97%
2024-12-14,Pmax_Earrings,Paused,INR,4975.37,92.96,1.78%
2024-12-14,BOF-YT-ALL PRODUCTS,Removed,INR,600.53,21.39,5.25%
2024-12-14,Pmax_necklaces,Paused,INR,2001.82,156.34,1.19%
2024-12-14,DISPLAY-Remarketing,Paused,INR,131.06,51.08,3.55%
2024-12-14,TOF - Display New Customer,Paused,INR,308.24,60.45,1.02%
2024-12-15,Brand-Search,Eligible,INR,2213.56,11711.94,28.57%
2024-12-15,Pmax_Rings,Paused,INR,2389.39,172.15,1.86%
2024-12-15,Pmax_Earrings,Paused,INR,2784.63,70.24,1.65%
2024-12-15,BOF-YT-ALL PRODUCTS,Removed,INR,600.41,21.00,4.57%
2024-12-15,Pmax_necklaces,Paused,INR,1347.16,76.52,1.52%
2024-12-15,DISPLAY-Remarketing,Paused,INR,649.28,87.12,3.61%
2024-12-15,TOF - Display New Customer,Paused,INR,228.17,19.45,0.94%
2024-12-16,Brand-Search,Eligible,INR,8729.09,40226.20,34.10%
2024-12-16,Pmax_Rings,Paused,INR,2615.74,163.65,2.13%
2024-12-16,Pmax_Earrings,Paused,INR,3687.22,75.40,1.37%
2024-12-16,BOF-YT-ALL PRODUCTS,Removed,INR,598.30,24.45,3.77%
2024-12-16,Pmax_necklaces,Paused,INR,2725.18,125.78,1.68%
2024-12-16,DISPLAY-Remarketing,Paused,INR,507.10,69.93,2.07%
2024-12-16,TOF - Display New Customer,Paused,INR,375.69,20.68,0.80%
2024-12-17,Brand-Search,Eligible,INR,5454.52,24135.04,25.22%
2024-12-17,Pmax_Rings,Paused,INR,2377.12,151.20,2.11%
2024-12-17,Pmax_Earrings,Paused,INR,3202.86,100.05,1.63%
2024-12-17,BOF-YT-ALL PRODUCTS,Removed,INR,594.46,22.98,3.95%
2024-12-17,Pmax_necklaces,Paused,INR,1936.53,95.09,1.44%
2024-12-17,DISPLAY-Remarketing,Paused,INR,532.31,54.19,1.54%
2024-12-17,TOF - Display New Customer,Paused,INR,143.13,23.82,0.67%
2024-12-18,Brand-Search,Eligible,INR,5390.17,23641.09,30.26%
2024-12-18,Pmax_Rings,Paused,INR,2124.55,146.35,1.90%
2024-12-18,Pmax_Earrings,Paused,INR,5160.82,148.31,1.68%
2024-12-18,BOF-YT-ALL PRODUCTS,Removed,INR,592.18,20.89,4.42%
2024-12-18,Pmax_necklaces,Paused,INR,2264.87,109.23,1.34%
2024-12-18,DISPLAY-Remarketing,Paused,INR,508.60,70.96,1.38%
2024-12-18,TOF - Display New Customer,Paused,INR,460.58,20.40,0.89%
2024-12-19,Brand-Search,Eligible,INR,6225.76,27670.04,32.00%
2024-12-19,Pmax_Rings,Paused,INR,1576.03,102.95,2.17%
2024-12-19,Pmax_Earrings,Paused,INR,3189.79,77.89,1.58%
2024-12-19,BOF-YT-ALL PRODUCTS,Removed,INR,592.06,17.61,6.47%
2024-12-19,Pmax_necklaces,Paused,INR,2211.50,124.92,1.59%
2024-12-19,DISPLAY-Remarketing,Paused,INR,494.44,74.69,2.22%
2024-12-19,TOF - Display New Customer,Paused,INR,326.51,16.69,0.89%
2024-12-20,Brand-Search,Eligible,INR,6475.69,36585.84,35.03%
2024-12-20,Pmax_Rings,Paused,INR,3906.53,237.65,2.01%
2024-12-20,Pmax_Earrings,Paused,INR,2665.65,80.99,1.64%
2024-12-20,BOF-YT-ALL PRODUCTS,Removed,INR,591.55,16.66,4.00%
2024-12-20,Pmax_necklaces,Paused,INR,1856.50,93.42,1.63%
2024-12-20,DISPLAY-Remarketing,Paused,INR,439.21,83.04,2.59%
2024-12-20,TOF - Display New Customer,Paused,INR,216.70,17.89,0.85%
2024-12-21,Brand-Search,Eligible,INR,2461.37,13524.03,30.77%
2024-12-21,Pmax_Rings,Paused,INR,2240.43,142.12,1.90%
2024-12-21,Pmax_Earrings,Paused,INR,3332.80,103.42,1.85%
2024-12-21,BOF-YT-ALL PRODUCTS,Removed,INR,584.99,15.37,5.89%
2024-12-21,Pmax_necklaces,Paused,INR,2573.01,227.62,1.69%
2024-12-21,DISPLAY-Remarketing,Paused,INR,529.22,88.96,3.29%
2024-12-21,TOF - Display New Customer,Paused,INR,336.21,19.46,0.75%
2024-12-22,Brand-Search,Eligible,INR,4735.96,18215.22,24.62%
2024-12-22,Pmax_Rings,Paused,INR,1747.02,123.19,1.81%
2024-12-22,Pmax_Earrings,Paused,INR,2254.70,88.88,1.78%
2024-12-22,BOF-YT-ALL PRODUCTS,Removed,INR,582.47,16.63,4.49%
2024-12-22,Pmax_necklaces,Paused,INR,1146.65,74.96,1.71%
2024-12-22,DISPLAY-Remarketing,Paused,INR,384.41,81.65,2.99%
2024-12-22,TOF - Display New Customer,Paused,INR,243.10,19.17,0.92%
2024-12-23,Brand-Search,Eligible,INR,3852.28,18976.75,35.47%
2024-12-23,Pmax_Rings,Paused,INR,2082.73,131.06,1.58%
2024-12-23,Pmax_Earrings,Paused,INR,3547.29,106.20,1.73%
2024-12-23,BOF-YT-ALL PRODUCTS,Removed,INR,576.71,18.44,4.72%
2024-12-23,Pmax_necklaces,Paused,INR,1987.94,116.36,1.62%
2024-12-23,DISPLAY-Remarketing,Paused,INR,632.43,143.21,3.15%
2024-12-23,TOF - Display New Customer,Paused,INR,336.41,24.07,0.85%
2024-12-24,Brand-Search,Eligible,INR,3746.03,18362.91,26.96%
2024-12-24,Pmax_Rings,Paused,INR,1674.82,105.83,1.71%
2024-12-24,Pmax_Earrings,Paused,INR,2989.59,80.33,1.60%
2024-12-24,BOF-YT-ALL PRODUCTS,Removed,INR,574.95,21.90,3.73%
2024-12-24,Pmax_necklaces,Paused,INR,1838.48,97.63,1.70%
2024-12-24,DISPLAY-Remarketing,Paused,INR,484.37,123.31,2.85%
2024-12-24,TOF - Display New Customer,Paused,INR,321.84,22.97,0.65%
2024-12-25,Brand-Search,Eligible,INR,1163.03,6355.34,26.23%
2024-12-25,Pmax_Rings,Paused,INR,1710.05,108.37,1.86%
2024-12-25,Pmax_Earrings,Paused,INR,1954.95,65.42,1.60%
2024-12-25,BOF-YT-ALL PRODUCTS,Removed,INR,573.77,19.32,4.22%
2024-12-25,Pmax_necklaces,Paused,INR,1791.47,146.53,1.69%
2024-12-25,DISPLAY-Remarketing,Paused,INR,363.36,85.92,2.79%
2024-12-25,TOF - Display New Customer,Paused,INR,130.42,21.90,0.92%
2024-12-26,Brand-Search,Eligible,INR,2648.41,15578.86,31.18%
2024-12-26,Pmax_Rings,Paused,INR,2387.14,134.54,1.87%
2024-12-26,Pmax_Earrings,Paused,INR,2787.97,113.51,1.80%
2024-12-26,BOF-YT-ALL PRODUCTS,Removed,INR,569.11,21.51,4.17%
2024-12-26,Pmax_necklaces,Paused,INR,1834.51,97.59,1.81%
2024-12-26,DISPLAY-Remarketing,Paused,INR,534.40,85.38,1.87%
2024-12-26,TOF - Display New Customer,Paused,INR,411.45,17.74,0.75%
2024-12-27,Brand-Search,Eligible,INR,3193.58,16808.34,31.05%
2024-12-27,Pmax_Rings,Paused,INR,4461.84,212.73,2.08%
2024-12-27,Pmax_Earrings,Paused,INR,1936.95,85.05,1.88%
2024-12-27,BOF-YT-ALL PRODUCTS,Removed,INR,555.00,22.99,4.86%
2024-12-27,Pmax_necklaces,Paused,INR,1823.15,155.03,1.51%
2024-12-27,DISPLAY-Remarketing,Paused,INR,474.08,62.58,1.91%
2024-12-27,TOF - Display New Customer,Paused,INR,305.61,14.91,1.10%
2024-12-28,Brand-Search,Eligible,INR,1842.69,12708.20,24.14%
2024-12-28,Pmax_Rings,Paused,INR,2011.62,125.26,1.67%
2024-12-28,Pmax_Earrings,Paused,INR,1476.10,71.06,1.83%
2024-12-28,BOF-YT-ALL PRODUCTS,Removed,INR,553.30,22.00,5.59%
2024-12-28,Pmax_necklaces,Paused,INR,1810.54,92.57,1.99%
2024-12-28,DISPLAY-Remarketing,Paused,INR,448.99,79.48,2.18%
2024-12-28,TOF - Display New Customer,Paused,INR,222.54,18.49,0.98%
2024-12-29,Brand-Search,Eligible,INR,1803.30,10733.94,33.33%
2024-12-29,Pmax_Rings,Paused,INR,2274.67,153.25,1.75%
2024-12-29,Pmax_Earrings,Paused,INR,1707.44,75.98,1.86%
2024-12-29,BOF-YT-ALL PRODUCTS,Removed,INR,546.24,21.68,5.27%
2024-12-29,Pmax_necklaces,Paused,INR,1608.40,102.80,1.73%
2024-12-29,DISPLAY-Remarketing,Paused,INR,474.55,87.91,2.78%
2024-12-29,TOF - Display New Customer,Paused,INR,317.80,17.93,0.94%
2024-12-30,Brand-Search,Eligible,INR,5998.67,28701.77,24.88%
2024-12-30,Pmax_Rings,Paused,INR,2173.31,123.51,1.59%
2024-12-30,Pmax_Earrings,Paused,INR,2975.30,88.84,1.62%
2024-12-30,BOF-YT-ALL PRODUCTS,Removed,INR,533.39,17.67,4.76%
2024-12-30,Pmax_necklaces,Paused,INR,1959.31,119.22,1.73%
2024-12-30,DISPLAY-Remarketing,Paused,INR,468.40,136.08,2.53%
2024-12-30,TOF - Display New Customer,Paused,INR,270.87,17.75,0.88%
2024-12-31,Brand-Search,Eligible,INR,6385.62,31769.25,35.32%
2024-12-31,Pmax_Rings,Paused,INR,2487.23,129.29,1.95%
2024-12-31,Pmax_Earrings,Paused,INR,2443.30,74.54,1.81%
2024-12-31,BOF-YT-ALL PRODUCTS,Removed,INR,514.92,17.69,4.96%
2024-12-31,Pmax_necklaces,Paused,INR,1675.01,92.22,1.59%
2024-12-31,DISPLAY-Remarketing,Paused,INR,381.49,84.64,1.69%
2024-12-31,TOF - Display New Customer,Paused,INR,228.99,12.49,0.85%
2025-01-01,Brand-Search,Eligible,INR,2151.58,12731.26,40.83%
2025-01-01,Pmax_Rings,Paused,INR,1757.64,115.14,1.64%
2025-01-01,Pmax_Earrings,Paused,INR,2386.39,76.54,1.79%
2025-01-01,BOF-YT-ALL PRODUCTS,Removed,INR,585.22,21.66,5.69%
2025-01-01,Pmax_necklaces,Paused,INR,2386.78,86.71,1.66%
2025-01-01,DISPLAY-Remarketing,Paused,INR,515.46,74.51,1.85%
2025-01-01,TOF - Display New Customer,Paused,INR,340.42,16.36,0.91%
2025-01-02,Brand-Search,Eligible,INR,5778.78,26630.32,27.19%
2025-01-02,Pmax_Rings,Paused,INR,1947.62,127.70,1.32%
2025-01-02,Pmax_Earrings,Paused,INR,2276.44,71.72,1.59%
2025-01-02,BOF-YT-ALL PRODUCTS,Removed,INR,610.75,19.82,4.88%
2025-01-02,Pmax_necklaces,Paused,INR,1763.07,72.24,1.67%
2025-01-02,DISPLAY-Remarketing,Paused,INR,512.96,66.88,1.51%
2025-01-02,TOF - Display New Customer,Paused,INR,272.07,15.00,0.79%
2025-01-03,Brand-Search,Eligible,INR,3396.11,15229.21,26.01%
2025-01-03,Pmax_Rings,Paused,INR,3190.60,240.18,1.70%
2025-01-03,Pmax_Earrings,Paused,INR,2619.49,81.65,1.67%
2025-01-03,BOF-YT-ALL PRODUCTS,Removed,INR,610.76,18.97,5.07%
2025-01-03,Pmax_necklaces,Paused,INR,2327.97,128.60,1.64%
2025-01-03,DISPLAY-Remarketing,Paused,INR,408.65,61.56,1.07%
2025-01-03,TOF - Display New Customer,Paused,INR,254.81,13.93,0.82%
2025-01-04,Brand-Search,Eligible,INR,4236.43,22297.02,32.63%
2025-01-04,Pmax_Rings,Paused,INR,4027.78,255.93,1.68%
2025-01-04,Pmax_Earrings,Paused,INR,2149.25,73.64,1.57%
2025-01-04,BOF-YT-ALL PRODUCTS,Removed,INR,616.06,22.62,6.14%
2025-01-04,Pmax_necklaces,Paused,INR,2441.73,371.88,1.20%
2025-01-04,DISPLAY-Remarketing,Paused,INR,533.67,88.89,1.37%
2025-01-04,TOF - Display New Customer,Paused,INR,352.43,23.76,0.88%
2025-01-05,Brand-Search,Eligible,INR,8060.02,45536.83,37.85%
2025-01-05,Pmax_Rings,Paused,INR,1865.08,140.03,1.73%
2025-01-05,Pmax_Earrings,Paused,INR,2156.52,100.64,1.91%
2025-01-05,BOF-YT-ALL PRODUCTS,Removed,INR,619.77,18.12,5.48%
2025-01-05,Pmax_necklaces,Paused,INR,1128.51,84.02,1.91%
2025-01-05,DISPLAY-Remarketing,Paused,INR,462.53,96.48,1.56%
2025-01-05,TOF - Display New Customer,Paused,INR,194.20,22.17,1.05%
2025-01-06,Brand-Search,Eligible,INR,3216.83,14555.77,29.41%
2025-01-06,Pmax_Rings,Paused,INR,2618.69,158.94,1.44%
2025-01-06,Pmax_Earrings,Paused,INR,3198.27,122.54,1.40%
2025-01-06,BOF-YT-ALL PRODUCTS,Removed,INR,606.49,17.60,5.82%
2025-01-06,Pmax_necklaces,Paused,INR,2240.25,88.32,1.75%
2025-01-06,DISPLAY-Remarketing,Paused,INR,547.67,104.90,1.46%
2025-01-06,TOF - Display New Customer,Paused,INR,395.89,24.37,0.80%
2025-01-07,Brand-Search,Eligible,INR,2710.20,13156.29,24.27%
2025-01-07,Pmax_Rings,Paused,INR,3708.64,237.02,1.55%
2025-01-07,Pmax_Earrings,Paused,INR,1572.77,166.15,1.23%
2025-01-07,BOF-YT-ALL PRODUCTS,Removed,INR,609.64,17.92,4.79%
2025-01-07,Pmax_necklaces,Paused,INR,2448.96,83.00,1.64%
